DESTINATION_AIRPORT,DESTINATION_AIRPORT_NAME,DESTINATION_CITY,DESTINATION_STATE,DESTINATION_COUNTRY,DESTINATION_LATITUDE,DESTINATION_LONGITUDE,YEAR,MONTH,DAY,DAY_OF_WEEK,AIRLINE,FLIGHT_NUMBER,TAIL_NUMBER,ORIGIN_AIRPORT,SCHEDULED_DEPARTURE,DEPARTURE_TIME,DEPARTURE_DELAY,TAXI_OUT,WHEELS_OFF,SCHEDULED_TIME,ELAPSED_TIME,AIR_TIME,DISTANCE,WHEELS_ON,TAXI_IN,SCHEDULED_ARRIVAL,ARRIVAL_TIME,ARRIVAL_DELAY,DIVERTED,CANCELLED,CANCELLATION_REASON,AIR_SYSTEM_DELAY,SECURITY_DELAY,AIRLINE_DELAY,LATE_AIRCRAFT_DELAY,WEATHER_DELAY,ORIGIN_AIRPORT_NAME,ORIGIN_CITY,ORIGIN_STATE,ORIGIN_COUNTRY,ORIGIN_LATITUDE,ORIGIN_LONGITUDE
CLE,Cleveland Hopkins International Airport,Cleveland,OH,USA,41.41089,-81.8494,2015,7,9,4,F9,1388,N952FR,RSW,1950,1932.0,-18.0,9.0,1941.0,155.0,158.0,136.0,1025,2157.0,13.0,2225,2210.0,-15.0,0,0,,,,,,,Southwest Florida International Airport,Ft. Myers,FL,USA,26.53617,-81.75517
CLE,Cleveland Hopkins International Airport,Cleveland,OH,USA,41.41089,-81.8494,2015,11,14,6,MQ,3328,N906MQ,MIA,920,917.0,-3.0,16.0,933.0,179.0,171.0,150.0,1080,1203.0,5.0,1219,1208.0,-11.0,0,0,,,,,,,Miami International Airport,Miami,FL,USA,25.79325,-80.29056
CLE,Cleveland Hopkins International Airport,Cleveland,OH,USA,41.41089,-81.8494,2015,5,29,5,WN,956,N268WN,BWI,1705,1704.0,-1.0,17.0,1721.0,75.0,71.0,49.0,314,1810.0,5.0,1820,1815.0,-5.0,0,0,,,,,,,Baltimore-Washington International Airport,Baltimore,MD,USA,39.1754,-76.6682
CLE,Cleveland Hopkins International Airport,Cleveland,OH,USA,41.41089,-81.8494,2015,11,9,1,WN,2796,N727SW,BWI,2215,2217.0,2.0,47.0,2304.0,75.0,104.0,53.0,314,2357.0,4.0,2330,1.0,31.0,0,0,,31.0,0.0,0.0,0.0,0.0,Baltimore-Washington International Airport,Baltimore,MD,USA,39.1754,-76.6682
CLE,Cleveland Hopkins International Airport,Cleveland,OH,USA,41.41089,-81.8494,2015,2,11,3,EV,5532,N760EV,LGA,900,859.0,-1.0,43.0,942.0,120.0,113.0,63.0,419,1045.0,7.0,1100,1052.0,-8.0,0,0,,,,,,,LaGuardia Airport (Marine Air Terminal),New York,NY,USA,40.77724,-73.87261
CLE,Cleveland Hopkins International Airport,Cleveland,OH,USA,41.41089,-81.8494,2015,4,9,4,EV,4310,N11150,LGA,2030,2023.0,-7.0,35.0,2058.0,108.0,111.0,67.0,419,2205.0,9.0,2218,2214.0,-4.0,0,0,,,,,,,LaGuardia Airport (Marine Air Terminal),New York,NY,USA,40.77724,-73.87261
CLE,Cleveland Hopkins International Airport,Cleveland,OH,USA,41.41089,-81.8494,2015,6,5,5,EV,4310,N11191,LGA,2033,2023.0,-10.0,23.0,2046.0,109.0,94.0,67.0,419,2153.0,4.0,2222,2157.0,-25.0,0,0,,,,,,,LaGuardia Airport (Marine Air Terminal),New York,NY,USA,40.77724,-73.87261
CLE,Cleveland Hopkins International Airport,Cleveland,OH,USA,41.41089,-81.8494,2015,8,20,4,EV,4875,N709EV,LGA,1550,1625.0,35.0,101.0,1806.0,120.0,188.0,80.0,419,1926.0,7.0,1750,1933.0,103.0,0,0,,68.0,0.0,35.0,0.0,0.0,LaGuardia Airport (Marine Air Terminal),New York,NY,USA,40.77724,-73.87261
CLE,Cleveland Hopkins International Airport,Cleveland,OH,USA,41.41089,-81.8494,2015,12,3,4,EV,4411,N24103,LGA,1106,1056.0,-10.0,12.0,1108.0,110.0,99.0,78.0,419,1226.0,9.0,1256,1235.0,-21.0,0,0,,,,,,,LaGuardia Airport (Marine Air Terminal),New York,NY,USA,40.77724,-73.87261
CLE,Cleveland Hopkins International Airport,Cleveland,OH,USA,41.41089,-81.8494,2015,4,6,1,US,1780,N823AW,CLT,940,938.0,-2.0,46.0,1024.0,97.0,126.0,72.0,430,1136.0,8.0,1117,1144.0,27.0,0,0,,27.0,0.0,0.0,0.0,0.0,Charlotte Douglas International Airport,Charlotte,NC,USA,35.21401,-80.94313
CLE,Cleveland Hopkins International Airport,Cleveland,OH,USA,41.41089,-81.8494,2015,8,21,5,AA,2070,N806AW,CLT,2220,2225.0,5.0,17.0,2242.0,88.0,80.0,58.0,430,2340.0,5.0,2348,2345.0,-3.0,0,0,,,,,,,Charlotte Douglas International Airport,Charlotte,NC,USA,35.21401,-80.94313
CLE,Cleveland Hopkins International Airport,Cleveland,OH,USA,41.41089,-81.8494,2015,6,24,3,EV,5205,N723EV,RDU,1910,1940.0,30.0,17.0,1957.0,89.0,86.0,63.0,416,2100.0,6.0,2039,2106.0,27.0,0,0,,0.0,0.0,0.0,27.0,0.0,Raleigh-Durham International Airport,Raleigh,NC,USA,35.87764,-78.78747
CLE,Cleveland Hopkins International Airport,Cleveland,OH,USA,41.41089,-81.8494,2015,6,26,5,EV,5181,N614QX,DTW,1939,1938.0,-1.0,15.0,1953.0,52.0,43.0,25.0,95,2018.0,3.0,2031,2021.0,-10.0,0,0,,,,,,,Detroit Metropolitan Airport,Detroit,MI,USA,42.21206,-83.34884
CLE,Cleveland Hopkins International Airport,Cleveland,OH,USA,41.41089,-81.8494,2015,4,8,3,EV,4226,N11193,STL,956,947.0,-9.0,8.0,955.0,93.0,87.0,72.0,487,1207.0,7.0,1229,1214.0,-15.0,0,0,,,,,,,St. Louis International Airport at Lambert Field,St Louis,MO,USA,38.74769,-90.35999
CLE,Cleveland Hopkins International Airport,Cleveland,OH,USA,41.41089,-81.8494,2015,2,5,4,WN,298,N8313F,MDW,2105,2117.0,12.0,9.0,2126.0,75.0,64.0,47.0,307,2313.0,8.0,2320,2321.0,1.0,0,0,,,,,,,Chicago Midway International Airport,Chicago,IL,USA,41.78598,-87.75242
CLE,Cleveland Hopkins International Airport,Cleveland,OH,USA,41.41089,-81.8494,2015,5,12,2,WN,2246,N649SW,MDW,1330,1349.0,19.0,10.0,1359.0,75.0,58.0,43.0,307,1542.0,5.0,1545,1547.0,2.0,0,0,,,,,,,Chicago Midway International Airport,Chicago,IL,USA,41.78598,-87.75242
CLE,Cleveland Hopkins International Airport,Cleveland,OH,USA,41.41089,-81.8494,2015,8,3,1,WN,4859,N600WN,MDW,1620,1632.0,12.0,12.0,1644.0,65.0,59.0,42.0,307,1826.0,5.0,1825,1831.0,6.0,0,0,,,,,,,Chicago Midway International Airport,Chicago,IL,USA,41.78598,-87.75242
CLE,Cleveland Hopkins International Airport,Cleveland,OH,USA,41.41089,-81.8494,2015,12,7,1,WN,458,N8646B,MDW,1325,1341.0,16.0,13.0,1354.0,70.0,68.0,49.0,307,1543.0,6.0,1535,1549.0,14.0,0,0,,,,,,,Chicago Midway International Airport,Chicago,IL,USA,41.78598,-87.75242
CLL,Easterwood Airport,College Station,TX,USA,30.58859,-96.36382,2015,2,17,2,MQ,3500,N817MQ,DFW,1015,1043.0,28.0,16.0,1059.0,53.0,51.0,33.0,164,1132.0,2.0,1108,1134.0,26.0,0,0,,0.0,0.0,22.0,4.0,0.0,Dallas/Fort Worth International Airport,Dallas-Fort Worth,TX,USA,32.89595,-97.0372
CLL,Easterwood Airport,College Station,TX,USA,30.58859,-96.36382,2015,6,10,3,MQ,3673,N642MQ,DFW,1510,1508.0,-2.0,12.0,1520.0,58.0,44.0,29.0,164,1549.0,3.0,1608,1552.0,-16.0,0,0,,,,,,,Dallas/Fort Worth International Airport,Dallas-Fort Worth,TX,USA,32.89595,-97.0372
CLL,Easterwood Airport,College Station,TX,USA,30.58859,-96.36382,2015,9,21,1,MQ,3392,N628MQ,DFW,2210,2159.0,-11.0,18.0,2217.0,55.0,51.0,27.0,164,2244.0,6.0,2305,2250.0,-15.0,0,0,,,,,,,Dallas/Fort Worth International Airport,Dallas-Fort Worth,TX,USA,32.89595,-97.0372
CLL,Easterwood Airport,College Station,TX,USA,30.58859,-96.36382,2015,4,19,7,EV,4575,N14179,IAH,1138,1130.0,-8.0,15.0,1145.0,47.0,47.0,27.0,74,1212.0,5.0,1225,1217.0,-8.0,0,0,,,,,,,George Bush Intercontinental Airport,Houston,TX,USA,29.98047,-95.33972
CLT,Charlotte Douglas International Airport,Charlotte,NC,USA,35.21401,-80.94313,2015,1,1,4,US,1806,N563UW,LAX,915,909.0,-6.0,16.0,925.0,271.0,264.0,238.0,2125,1623.0,10.0,1646,1633.0,-13.0,0,0,,,,,,,Los Angeles International Airport,Los Angeles,CA,USA,33.94254,-118.40807
CLT,Charlotte Douglas International Airport,Charlotte,NC,USA,35.21401,-80.94313,2015,3,29,7,US,696,N153UW,LAX,2240,29.0,109.0,19.0,48.0,282.0,262.0,233.0,2125,741.0,10.0,622,751.0,89.0,0,0,,0.0,0.0,74.0,15.0,0.0,Los Angeles International Airport,Los Angeles,CA,USA,33.94254,-118.40807
CLT,Charlotte Douglas International Airport,Charlotte,NC,USA,35.21401,-80.94313,2015,6,21,7,US,1742,N551UW,LAX,900,904.0,4.0,20.0,924.0,290.0,291.0,247.0,2125,1631.0,24.0,1650,1655.0,5.0,0,0,,,,,,,Los Angeles International Airport,Los Angeles,CA,USA,33.94254,-118.40807
CLT,Charlotte Douglas International Airport,Charlotte,NC,USA,35.21401,-80.94313,2015,9,13,7,AA,1981,N561UW,LAX,1315,1308.0,-7.0,19.0,1327.0,289.0,286.0,257.0,2125,2044.0,10.0,2104,2054.0,-10.0,0,0,,,,,,,Los Angeles International Airport,Los Angeles,CA,USA,33.94254,-118.40807
CLT,Charlotte Douglas International Airport,Charlotte,NC,USA,35.21401,-80.94313,2015,1,10,6,US,1783,N566UW,SFO,1115,1115.0,0.0,27.0,1142.0,291.0,302.0,263.0,2296,1905.0,12.0,1906,1917.0,11.0,0,0,,,,,,,San Francisco International Airport,San Francisco,CA,USA,37.619,-122.37484
CLT,Charlotte Douglas International Airport,Charlotte,NC,USA,35.21401,-80.94313,2015,4,25,6,US,1897,N523UW,SFO,1310,1308.0,-2.0,22.0,1330.0,304.0,292.0,256.0,2296,2046.0,14.0,2114,2100.0,-14.0,0,0,,,,,,,San Francisco International Airport,San Francisco,CA,USA,37.619,-122.37484
CLT,Charlotte Douglas International Airport,Charlotte,NC,USA,35.21401,-80.94313,2015,7,20,1,AA,1817,N174US,SFO,600,558.0,-2.0,18.0,616.0,306.0,303.0,274.0,2296,1350.0,11.0,1406,1401.0,-5.0,0,0,,,,,,,San Francisco International Airport,San Francisco,CA,USA,37.619,-122.37484
CLT,Charlotte Douglas International Airport,Charlotte,NC,USA,35.21401,-80.94313,2015,11,14,6,AA,662,N558UW,SFO,1115,1111.0,-4.0,16.0,1127.0,297.0,300.0,274.0,2296,1901.0,10.0,1912,1911.0,-1.0,0,0,,,,,,,San Francisco International Airport,San Francisco,CA,USA,37.619,-122.37484
CLT,Charlotte Douglas International Airport,Charlotte,NC,USA,35.21401,-80.94313,2015,5,17,7,US,1782,N535UW,SEA,1310,1306.0,-4.0,20.0,1326.0,304.0,305.0,277.0,2279,2103.0,8.0,2114,2111.0,-3.0,0,0,,,,,,,Seattle-Tacoma International Airport,Seattle,WA,USA,47.44898,-122.30931
CLT,Charlotte Douglas International Airport,Charlotte,NC,USA,35.21401,-80.94313,2015,11,19,4,AA,1788,N188US,SEA,1325,1351.0,26.0,13.0,1404.0,295.0,263.0,245.0,2279,2109.0,5.0,2120,2114.0,-6.0,0,0,,,,,,,Seattle-Tacoma International Airport,Seattle,WA,USA,47.44898,-122.30931
CLT,Charlotte Douglas International Airport,Charlotte,NC,USA,35.21401,-80.94313,2015,3,30,1,US,706,N507AY,LAS,1125,1244.0,79.0,16.0,1300.0,257.0,240.0,214.0,1916,1934.0,10.0,1842,1944.0,62.0,0,0,,0.0,0.0,0.0,62.0,0.0,McCarran International Airport,Las Vegas,NV,USA,36.08036,-115.15233
CLT,Charlotte Douglas International Airport,Charlotte,NC,USA,35.21401,-80.94313,2015,7,12,7,AA,1871,N558UW,LAS,1130,1139.0,9.0,18.0,1157.0,263.0,252.0,226.0,1916,1843.0,8.0,1853,1851.0,-2.0,0,0,,,,,,,McCarran International Airport,Las Vegas,NV,USA,36.08036,-115.15233
CLT,Charlotte Douglas International Airport,Charlotte,NC,USA,35.21401,-80.94313,2015,11,24,2,AA,577,N919US,LAS,1145,1142.0,-3.0,15.0,1157.0,250.0,241.0,217.0,1916,1834.0,9.0,1855,1843.0,-12.0,0,0,,,,,,,McCarran International Airport,Las Vegas,NV,USA,36.08036,-115.15233
CLT,Charlotte Douglas International Airport,Charlotte,NC,USA,35.21401,-80.94313,2015,3,19,4,US,1841,N183UW,DEN,815,814.0,-1.0,12.0,826.0,192.0,171.0,150.0,1337,1256.0,9.0,1327,1305.0,-22.0,0,0,,,,,,,Denver International Airport,Denver,CO,USA,39.85841,-104.667
CLT,Charlotte Douglas International Airport,Charlotte,NC,USA,35.21401,-80.94313,2015,6,18,4,US,428,N153UW,DEN,1005,1257.0,172.0,15.0,1312.0,200.0,206.0,175.0,1337,1807.0,16.0,1525,1823.0,178.0,0,0,,6.0,0.0,0.0,172.0,0.0,Denver International Airport,Denver,CO,USA,39.85841,-104.667
CLT,Charlotte Douglas International Airport,Charlotte,NC,USA,35.21401,-80.94313,2015,9,12,6,AA,1834,N548UW,DEN,1200,1221.0,21.0,12.0,1233.0,190.0,177.0,157.0,1337,1710.0,8.0,1710,1718.0,8.0,0,0,,,,,,,Denver International Airport,Denver,CO,USA,39.85841,-104.667
CLT,Charlotte Douglas International Airport,Charlotte,NC,USA,35.21401,-80.94313,2015,12,27,7,OO,6377,N116SY,DEN,1730,1919.0,109.0,,,198.0,,,1337,,,2248,,,0,1,A,,,,,,Denver International Airport,Denver,CO,USA,39.85841,-104.667
CLT,Charlotte Douglas International Airport,Charlotte,NC,USA,35.21401,-80.94313,2015,9,1,2,DL,522,N369NB,SLC,1710,1706.0,-4.0,19.0,1725.0,240.0,233.0,205.0,1727,2250.0,9.0,2310,2259.0,-11.0,0,0,,,,,,,Salt Lake City International Airport,Salt Lake City,UT,USA,40.78839,-111.97777
CLT,Charlotte Douglas International Airport,Charlotte,NC,USA,35.21401,-80.94313,2015,1,16,5,US,1814,N523UW,MSP,650,646.0,-4.0,15.0,701.0,163.0,147.0,123.0,930,1004.0,9.0,1033,1013.0,-20.0,0,0,,,,,,,Minneapolis-Saint Paul International Airport,Minneapolis,MN,USA,44.88055,-93.21692
CLT,Charlotte Douglas International Airport,Charlotte,NC,USA,35.21401,-80.94313,2015,4,6,1,DL,876,N972AT,MSP,1930,1928.0,-2.0,18.0,1946.0,150.0,134.0,108.0,930,2234.0,8.0,2300,2242.0,-18.0,0,0,,,,,,,Minneapolis-Saint Paul International Airport,Minneapolis,MN,USA,44.88055,-93.21692
CLT,Charlotte Douglas International Airport,Charlotte,NC,USA,35.21401,-80.94313,2015,6,22,1,US,1721,N183UW,MSP,1205,1244.0,39.0,12.0,1256.0,153.0,167.0,135.0,930,1611.0,20.0,1538,1631.0,53.0,0,0,,14.0,0.0,0.0,39.0,0.0,Minneapolis-Saint Paul International Airport,Minneapolis,MN,USA,44.88055,-93.21692
CLT,Charlotte Douglas International Airport,Charlotte,NC,USA,35.21401,-80.94313,2015,9,7,1,AA,2064,N192UW,MSP,650,645.0,-5.0,11.0,656.0,152.0,150.0,127.0,930,1003.0,12.0,1022,1015.0,-7.0,0,0,,,,,,,Minneapolis-Saint Paul International Airport,Minneapolis,MN,USA,44.88055,-93.21692
CLT,Charlotte Douglas International Airport,Charlotte,NC,USA,35.21401,-80.94313,2015,12,28,1,AA,1925,N114UW,MSP,505,505.0,0.0,15.0,520.0,160.0,156.0,130.0,930,830.0,11.0,845,841.0,-4.0,0,0,,,,,,,Minneapolis-Saint Paul International Airport,Minneapolis,MN,USA,44.88055,-93.21692
CLT,Charlotte Douglas International Airport,Charlotte,NC,USA,35.21401,-80.94313,2015,3,5,4,US,720,N579UW,PHX,1105,1202.0,57.0,20.0,1222.0,233.0,230.0,203.0,1773,1745.0,7.0,1658,1752.0,54.0,0,0,,54.0,0.0,0.0,0.0,0.0,Phoenix Sky Harbor International Airport,Phoenix,AZ,USA,33.43417,-112.00806
CLT,Charlotte Douglas International Airport,Charlotte,NC,USA,35.21401,-80.94313,2015,5,1,5,US,1820,N198UW,PHX,1410,1401.0,-9.0,31.0,1432.0,238.0,267.0,224.0,1773,2116.0,12.0,2108,2128.0,20.0,0,0,,20.0,0.0,0.0,0.0,0.0,Phoenix Sky Harbor International Airport,Phoenix,AZ,USA,33.43417,-112.00806
CLT,Charlotte Douglas International Airport,Charlotte,NC,USA,35.21401,-80.94313,2015,6,27,6,US,1810,N170US,PHX,630,633.0,3.0,21.0,654.0,245.0,249.0,214.0,1773,1328.0,14.0,1335,1342.0,7.0,0,0,,,,,,,Phoenix Sky Harbor International Airport,Phoenix,AZ,USA,33.43417,-112.00806
CLT,Charlotte Douglas International Airport,Charlotte,NC,USA,35.21401,-80.94313,2015,8,22,6,AA,1854,N565UW,PHX,1445,1628.0,103.0,13.0,1641.0,243.0,227.0,205.0,1773,2306.0,9.0,2148,2315.0,87.0,0,0,,0.0,0.0,0.0,87.0,0.0,Phoenix Sky Harbor International Airport,Phoenix,AZ,USA,33.43417,-112.00806
CLT,Charlotte Douglas International Airport,Charlotte,NC,USA,35.21401,-80.94313,2015,11,23,1,AA,1936,N170US,PHX,505,502.0,-3.0,23.0,525.0,224.0,233.0,202.0,1773,1047.0,8.0,1049,1055.0,6.0,0,0,,,,,,,Phoenix Sky Harbor International Airport,Phoenix,AZ,USA,33.43417,-112.00806
CLT,Charlotte Douglas International Airport,Charlotte,NC,USA,35.21401,-80.94313,2015,4,1,3,US,836,N173US,SJU,1445,1449.0,4.0,10.0,1459.0,231.0,231.0,200.0,1475,1819.0,21.0,1836,1840.0,4.0,0,0,,,,,,,Luis MuÃ±oz MarÃ­n International Airport,San Juan,PR,USA,18.43942,-66.00183
CLT,Charlotte Douglas International Airport,Charlotte,NC,USA,35.21401,-80.94313,2015,12,25,5,AA,463,N536UW,SJU,1550,1546.0,-4.0,17.0,1603.0,234.0,222.0,186.0,1475,1809.0,19.0,1844,1828.0,-16.0,0,0,,,,,,,Luis MuÃ±oz MarÃ­n International Airport,San Juan,PR,USA,18.43942,-66.00183
CLT,Charlotte Douglas International Airport,Charlotte,NC,USA,35.21401,-80.94313,2015,2,3,2,US,1859,N126UW,ORD,1039,1040.0,1.0,27.0,1107.0,116.0,122.0,83.0,599,1330.0,12.0,1335,1342.0,7.0,0,0,,,,,,,Chicago O'Hare International Airport,Chicago,IL,USA,41.9796,-87.90446
CLT,Charlotte Douglas International Airport,Charlotte,NC,USA,35.21401,-80.94313,2015,3,10,2,US,691,N578UW,ORD,900,855.0,-5.0,39.0,934.0,119.0,136.0,87.0,599,1201.0,10.0,1159,1211.0,12.0,0,0,,,,,,,Chicago O'Hare International Airport,Chicago,IL,USA,41.9796,-87.90446
CLT,Charlotte Douglas International Airport,Charlotte,NC,USA,35.21401,-80.94313,2015,4,13,1,US,1920,N917UY,ORD,1555,1551.0,-4.0,9.0,1600.0,116.0,102.0,79.0,599,1819.0,14.0,1851,1833.0,-18.0,0,0,,,,,,,Chicago O'Hare International Airport,Chicago,IL,USA,41.9796,-87.90446
CLT,Charlotte Douglas International Airport,Charlotte,NC,USA,35.21401,-80.94313,2015,5,20,3,US,1806,N912UY,ORD,1355,1354.0,-1.0,13.0,1407.0,123.0,116.0,81.0,599,1628.0,22.0,1658,1650.0,-8.0,0,0,,,,,,,Chicago O'Hare International Airport,Chicago,IL,USA,41.9796,-87.90446
CLT,Charlotte Douglas International Airport,Charlotte,NC,USA,35.21401,-80.94313,2015,6,24,3,US,833,N202UW,ORD,715,913.0,118.0,24.0,937.0,121.0,118.0,84.0,599,1201.0,10.0,1016,1211.0,115.0,0,0,,0.0,0.0,115.0,0.0,0.0,Chicago O'Hare International Airport,Chicago,IL,USA,41.9796,-87.90446
CLT,Charlotte Douglas International Airport,Charlotte,NC,USA,35.21401,-80.94313,2015,7,27,1,AA,1999,N570UW,ORD,1200,1204.0,4.0,17.0,1221.0,126.0,103.0,78.0,599,1439.0,8.0,1506,1447.0,-19.0,0,0,,,,,,,Chicago O'Hare International Airport,Chicago,IL,USA,41.9796,-87.90446
CLT,Charlotte Douglas International Airport,Charlotte,NC,USA,35.21401,-80.94313,2015,8,30,7,AA,1754,N732US,ORD,1500,1451.0,-9.0,18.0,1509.0,123.0,124.0,85.0,599,1734.0,21.0,1803,1755.0,-8.0,0,0,,,,,,,Chicago O'Hare International Airport,Chicago,IL,USA,41.9796,-87.90446
CLT,Charlotte Douglas International Airport,Charlotte,NC,USA,35.21401,-80.94313,2015,11,6,5,AA,1871,N549UW,ORD,1549,1543.0,-6.0,25.0,1608.0,118.0,115.0,81.0,599,1829.0,9.0,1847,1838.0,-9.0,0,0,,,,,,,Chicago O'Hare International Airport,Chicago,IL,USA,41.9796,-87.90446
CLT,Charlotte Douglas International Airport,Charlotte,NC,USA,35.21401,-80.94313,2015,12,17,4,OO,6539,N134SY,ORD,1348,1408.0,20.0,25.0,1433.0,114.0,131.0,96.0,599,1709.0,10.0,1642,1719.0,37.0,0,0,,17.0,0.0,20.0,0.0,0.0,Chicago O'Hare International Airport,Chicago,IL,USA,41.9796,-87.90446
CLT,Charlotte Douglas International Airport,Charlotte,NC,USA,35.21401,-80.94313,2015,2,6,5,US,2029,N579UW,MCO,1355,1354.0,-1.0,9.0,1403.0,100.0,85.0,73.0,468,1516.0,3.0,1535,1519.0,-16.0,0,0,,,,,,,Orlando International Airport,Orlando,FL,USA,28.42889,-81.31603
CLT,Charlotte Douglas International Airport,Charlotte,NC,USA,35.21401,-80.94313,2015,4,4,6,US,470,N191UW,MCO,1355,1401.0,6.0,10.0,1411.0,97.0,91.0,74.0,468,1525.0,7.0,1532,1532.0,0.0,0,0,,,,,,,Orlando International Airport,Orlando,FL,USA,28.42889,-81.31603
CLT,Charlotte Douglas International Airport,Charlotte,NC,USA,35.21401,-80.94313,2015,5,29,5,US,1704,N150UW,MCO,1920,1914.0,-6.0,13.0,1927.0,100.0,98.0,71.0,468,2038.0,14.0,2100,2052.0,-8.0,0,0,,,,,,,Orlando International Airport,Orlando,FL,USA,28.42889,-81.31603
CLT,Charlotte Douglas International Airport,Charlotte,NC,USA,35.21401,-80.94313,2015,7,24,5,AA,2063,N573UW,MCO,1200,1158.0,-2.0,28.0,1226.0,103.0,111.0,80.0,468,1346.0,3.0,1343,1349.0,6.0,0,0,,,,,,,Orlando International Airport,Orlando,FL,USA,28.42889,-81.31603
CLT,Charlotte Douglas International Airport,Charlotte,NC,USA,35.21401,-80.94313,2015,9,20,7,AA,1951,N188US,MCO,635,630.0,-5.0,12.0,642.0,98.0,91.0,71.0,468,753.0,8.0,813,801.0,-12.0,0,0,,,,,,,Orlando International Airport,Orlando,FL,USA,28.42889,-81.31603
CLT,Charlotte Douglas International Airport,Charlotte,NC,USA,35.21401,-80.94313,2015,12,18,5,AA,1772,N920US,MCO,635,630.0,-5.0,17.0,647.0,98.0,97.0,68.0,468,755.0,12.0,813,807.0,-6.0,0,0,,,,,,,Orlando International Airport,Orlando,FL,USA,28.42889,-81.31603
CLT,Charlotte Douglas International Airport,Charlotte,NC,USA,35.21401,-80.94313,2015,2,10,2,US,2046,N178US,BOS,1245,1251.0,6.0,14.0,1305.0,150.0,132.0,115.0,728,1500.0,3.0,1515,1503.0,-12.0,0,0,,,,,,,Gen. Edward Lawrence Logan International Airport,Boston,MA,USA,42.36435,-71.00518
CLT,Charlotte Douglas International Airport,Charlotte,NC,USA,35.21401,-80.94313,2015,3,30,1,B6,1445,N337JB,BOS,1500,1610.0,70.0,18.0,1628.0,143.0,136.0,114.0,728,1822.0,4.0,1723,1826.0,63.0,0,0,,4.0,0.0,0.0,59.0,0.0,Gen. Edward Lawrence Logan International Airport,Boston,MA,USA,42.36435,-71.00518
CLT,Charlotte Douglas International Airport,Charlotte,NC,USA,35.21401,-80.94313,2015,5,15,5,US,499,N539UW,BOS,1910,1921.0,11.0,15.0,1936.0,141.0,128.0,106.0,728,2122.0,7.0,2131,2129.0,-2.0,0,0,,,,,,,Gen. Edward Lawrence Logan International Airport,Boston,MA,USA,42.36435,-71.00518
CLT,Charlotte Douglas International Airport,Charlotte,NC,USA,35.21401,-80.94313,2015,6,30,2,US,449,N664AW,BOS,940,936.0,-4.0,17.0,953.0,141.0,133.0,108.0,728,1141.0,8.0,1201,1149.0,-12.0,0,0,,,,,,,Gen. Edward Lawrence Logan International Airport,Boston,MA,USA,42.36435,-71.00518
CLT,Charlotte Douglas International Airport,Charlotte,NC,USA,35.21401,-80.94313,2015,8,14,5,AA,466,N172US,BOS,815,815.0,0.0,20.0,835.0,147.0,122.0,96.0,728,1011.0,6.0,1042,1017.0,-25.0,0,0,,,,,,,Gen. Edward Lawrence Logan International Airport,Boston,MA,USA,42.36435,-71.00518
CLT,Charlotte Douglas International Airport,Charlotte,NC,USA,35.21401,-80.94313,2015,9,30,3,AA,1737,N157UW,BOS,805,758.0,-7.0,36.0,834.0,157.0,170.0,128.0,728,1042.0,6.0,1042,1048.0,6.0,0,0,,,,,,,Gen. Edward Lawrence Logan International Airport,Boston,MA,USA,42.36435,-71.00518
CLT,Charlotte Douglas International Airport,Charlotte,NC,USA,35.21401,-80.94313,2015,12,18,5,AA,601,N650AW,BOS,942,941.0,-1.0,15.0,956.0,154.0,165.0,144.0,728,1220.0,6.0,1216,1226.0,10.0,0,0,,,,,,,Gen. Edward Lawrence Logan International Airport,Boston,MA,USA,42.36435,-71.00518
CLT,Charlotte Douglas International Airport,Charlotte,NC,USA,35.21401,-80.94313,2015,1,28,3,US,1793,N154UW,DFW,1745,1742.0,-3.0,13.0,1755.0,142.0,137.0,115.0,936,2050.0,9.0,2107,2059.0,-8.0,0,0,,,,,,,Dallas/Fort Worth International Airport,Dallas-Fort Worth,TX,USA,32.89595,-97.0372
CLT,Charlotte Douglas International Airport,Charlotte,NC,USA,35.21401,-80.94313,2015,3,11,3,US,2091,N178US,DFW,1025,1035.0,10.0,14.0,1049.0,142.0,141.0,116.0,936,1345.0,11.0,1347,1356.0,9.0,0,0,,,,,,,Dallas/Fort Worth International Airport,Dallas-Fort Worth,TX,USA,32.89595,-97.0372
CLT,Charlotte Douglas International Airport,Charlotte,NC,USA,35.21401,-80.94313,2015,4,21,2,AA,2238,N3HPAA,DFW,1845,1919.0,34.0,13.0,1932.0,161.0,126.0,106.0,936,2218.0,7.0,2226,2225.0,-1.0,0,0,,,,,,,Dallas/Fort Worth International Airport,Dallas-Fort Worth,TX,USA,32.89595,-97.0372
CLT,Charlotte Douglas International Airport,Charlotte,NC,USA,35.21401,-80.94313,2015,6,4,4,US,608,N195UW,DFW,845,837.0,-8.0,13.0,850.0,157.0,153.0,128.0,936,1158.0,12.0,1222,1210.0,-12.0,0,0,,,,,,,Dallas/Fort Worth International Airport,Dallas-Fort Worth,TX,USA,32.89595,-97.0372
CLT,Charlotte Douglas International Airport,Charlotte,NC,USA,35.21401,-80.94313,2015,7,16,4,AA,1721,N553UW,DFW,1210,1206.0,-4.0,14.0,1220.0,164.0,149.0,127.0,936,1527.0,8.0,1554,1535.0,-19.0,0,0,,,,,,,Dallas/Fort Worth International Airport,Dallas-Fort Worth,TX,USA,32.89595,-97.0372
