DESTINATION_AIRPORT,DESTINATION_AIRPORT_NAME,DESTINATION_CITY,DESTINATION_STATE,DESTINATION_COUNTRY,DESTINATION_LATITUDE,DESTINATION_LONGITUDE,YEAR,MONTH,DAY,DAY_OF_WEEK,AIRLINE,FLIGHT_NUMBER,TAIL_NUMBER,ORIGIN_AIRPORT,SCHEDULED_DEPARTURE,DEPARTURE_TIME,DEPARTURE_DELAY,TAXI_OUT,WHEELS_OFF,SCHEDULED_TIME,ELAPSED_TIME,AIR_TIME,DISTANCE,WHEELS_ON,TAXI_IN,SCHEDULED_ARRIVAL,ARRIVAL_TIME,ARRIVAL_DELAY,DIVERTED,CANCELLED,CANCELLATION_REASON,AIR_SYSTEM_DELAY,SECURITY_DELAY,AIRLINE_DELAY,LATE_AIRCRAFT_DELAY,WEATHER_DELAY,ORIGIN_AIRPORT_NAME,ORIGIN_CITY,ORIGIN_STATE,ORIGIN_COUNTRY,ORIGIN_LATITUDE,ORIGIN_LONGITUDE
ALB,Albany International Airport,Albany,NY,USA,42.74812,-73.80298,2015,9,22,2,UA,1585,N47414,ORD,1347,1341.0,-6.0,17.0,1358.0,118.0,114.0,91.0,723,1629.0,6.0,1645,1635.0,-10.0,0,0,,,,,,,Chicago O'Hare International Airport,Chicago,IL,USA,41.9796,-87.90446
ALB,Albany International Airport,Albany,NY,USA,42.74812,-73.80298,2015,4,21,2,WN,2849,N463WN,MCO,2215,2207.0,-8.0,9.0,2216.0,160.0,149.0,124.0,1073,20.0,16.0,55,36.0,-19.0,0,0,,,,,,,Orlando International Airport,Orlando,FL,USA,28.42889,-81.31603
ALB,Albany International Airport,Albany,NY,USA,42.74812,-73.80298,2015,2,18,3,DL,1543,N314NB,ATL,956,1007.0,11.0,16.0,1023.0,129.0,119.0,100.0,853,1203.0,3.0,1205,1206.0,1.0,0,0,,,,,,,Hartsfield-Jackson Atlanta International Airport,Atlanta,GA,USA,33.64044,-84.42694
ALB,Albany International Airport,Albany,NY,USA,42.74812,-73.80298,2015,8,14,5,DL,2233,N935DL,ATL,906,903.0,-3.0,11.0,914.0,134.0,129.0,114.0,853,1108.0,4.0,1120,1112.0,-8.0,0,0,,,,,,,Hartsfield-Jackson Atlanta International Airport,Atlanta,GA,USA,33.64044,-84.42694
ALB,Albany International Airport,Albany,NY,USA,42.74812,-73.80298,2015,7,6,1,WN,164,N422WN,FLL,1035,1033.0,-2.0,14.0,1047.0,185.0,173.0,155.0,1204,1322.0,4.0,1340,1326.0,-14.0,0,0,,,,,,,Fort Lauderdale-Hollywood International Airport,Ft. Lauderdale,FL,USA,26.07258,-80.15275
ALB,Albany International Airport,Albany,NY,USA,42.74812,-73.80298,2015,12,3,4,WN,2605,N703SW,TPA,2000,2000.0,0.0,7.0,2007.0,165.0,144.0,133.0,1130,2220.0,4.0,2245,2224.0,-21.0,0,0,,,,,,,Tampa International Airport,Tampa,FL,USA,27.97547,-82.53325
ALB,Albany International Airport,Albany,NY,USA,42.74812,-73.80298,2015,3,21,6,WN,1142,N8316H,BWI,2040,2043.0,3.0,10.0,2053.0,70.0,70.0,55.0,289,2148.0,5.0,2150,2153.0,3.0,0,0,,,,,,,Baltimore-Washington International Airport,Baltimore,MD,USA,39.1754,-76.6682
ALB,Albany International Airport,Albany,NY,USA,42.74812,-73.80298,2015,6,20,6,WN,1401,N654SW,BWI,1315,1323.0,8.0,16.0,1339.0,70.0,69.0,50.0,289,1429.0,3.0,1425,1432.0,7.0,0,0,,,,,,,Baltimore-Washington International Airport,Baltimore,MD,USA,39.1754,-76.6682
ALB,Albany International Airport,Albany,NY,USA,42.74812,-73.80298,2015,9,18,5,WN,384,N743SW,BWI,2000,2111.0,71.0,9.0,2120.0,70.0,65.0,53.0,289,2213.0,3.0,2110,2216.0,66.0,0,0,,0.0,0.0,17.0,49.0,0.0,Baltimore-Washington International Airport,Baltimore,MD,USA,39.1754,-76.6682
ALB,Albany International Airport,Albany,NY,USA,42.74812,-73.80298,2015,3,14,6,US,1988,N756US,CLT,1150,1146.0,-4.0,22.0,1208.0,122.0,116.0,91.0,646,1339.0,3.0,1352,1342.0,-10.0,0,0,,,,,,,Charlotte Douglas International Airport,Charlotte,NC,USA,35.21401,-80.94313
ALB,Albany International Airport,Albany,NY,USA,42.74812,-73.80298,2015,12,10,4,AA,1988,N704US,CLT,1150,1143.0,-7.0,24.0,1207.0,122.0,126.0,99.0,646,1346.0,3.0,1352,1349.0,-3.0,0,0,,,,,,,Charlotte Douglas International Airport,Charlotte,NC,USA,35.21401,-80.94313
ALB,Albany International Airport,Albany,NY,USA,42.74812,-73.80298,2015,11,19,4,DL,788,N937AT,DTW,2026,2023.0,-3.0,15.0,2038.0,94.0,91.0,66.0,489,2144.0,10.0,2200,2154.0,-6.0,0,0,,,,,,,Detroit Metropolitan Airport,Detroit,MI,USA,42.21206,-83.34884
ALB,Albany International Airport,Albany,NY,USA,42.74812,-73.80298,2015,8,17,1,WN,125,N8623F,MDW,2155,2310.0,75.0,15.0,2325.0,110.0,110.0,89.0,717,154.0,6.0,45,200.0,75.0,0,0,,0.0,0.0,4.0,71.0,0.0,Chicago Midway International Airport,Chicago,IL,USA,41.78598,-87.75242
ALO,Waterloo Regional Airport,Waterloo,IA,USA,42.55708,-92.40034,2015,6,14,7,MQ,3214,N638MQ,ORD,1315,1313.0,-2.0,18.0,1331.0,70.0,63.0,39.0,234,1410.0,6.0,1425,1416.0,-9.0,0,0,,,,,,,Chicago O'Hare International Airport,Chicago,IL,USA,41.9796,-87.90446
AMA,Rick Husband Amarillo International Airport,Amarillo,TX,USA,35.21937,-101.70593,2015,7,19,7,WN,1514,N439WN,LAS,1035,1030.0,-5.0,8.0,1038.0,120.0,108.0,97.0,758,1415.0,3.0,1435,1418.0,-17.0,0,0,,,,,,,McCarran International Airport,Las Vegas,NV,USA,36.08036,-115.15233
AMA,Rick Husband Amarillo International Airport,Amarillo,TX,USA,35.21937,-101.70593,2015,6,17,3,OO,5183,N918SW,DEN,1521,1520.0,-1.0,13.0,1533.0,75.0,80.0,52.0,359,1725.0,15.0,1736,1740.0,4.0,0,0,,,,,,,Denver International Airport,Denver,CO,USA,39.85841,-104.667
AMA,Rick Husband Amarillo International Airport,Amarillo,TX,USA,35.21937,-101.70593,2015,2,12,4,MQ,3428,N506MQ,DFW,1715,1714.0,-1.0,11.0,1725.0,72.0,61.0,47.0,312,1812.0,3.0,1827,1815.0,-12.0,0,0,,,,,,,Dallas/Fort Worth International Airport,Dallas-Fort Worth,TX,USA,32.89595,-97.0372
AMA,Rick Husband Amarillo International Airport,Amarillo,TX,USA,35.21937,-101.70593,2015,7,4,6,MQ,3053,N690MQ,DFW,1438,1443.0,5.0,14.0,1457.0,71.0,69.0,50.0,312,1547.0,5.0,1549,1552.0,3.0,0,0,,,,,,,Dallas/Fort Worth International Airport,Dallas-Fort Worth,TX,USA,32.89595,-97.0372
AMA,Rick Husband Amarillo International Airport,Amarillo,TX,USA,35.21937,-101.70593,2015,3,14,6,EV,4114,N11526,IAH,900,856.0,-4.0,26.0,922.0,108.0,107.0,75.0,517,1037.0,6.0,1048,1043.0,-5.0,0,0,,,,,,,George Bush Intercontinental Airport,Houston,TX,USA,29.98047,-95.33972
AMA,Rick Husband Amarillo International Airport,Amarillo,TX,USA,35.21937,-101.70593,2015,9,9,3,EV,4666,N12563,IAH,1738,1729.0,-9.0,12.0,1741.0,106.0,96.0,79.0,517,1900.0,5.0,1924,1905.0,-19.0,0,0,,,,,,,George Bush Intercontinental Airport,Houston,TX,USA,29.98047,-95.33972
AMA,Rick Husband Amarillo International Airport,Amarillo,TX,USA,35.21937,-101.70593,2015,3,24,2,WN,2519,N7735A,DAL,1535,1537.0,2.0,10.0,1547.0,75.0,68.0,55.0,323,1642.0,3.0,1650,1645.0,-5.0,0,0,,,,,,,Dallas Love Field,Dallas,TX,USA,32.84711,-96.85177
AMA,Rick Husband Amarillo International Airport,Amarillo,TX,USA,35.21937,-101.70593,2015,8,11,2,WN,382,N685SW,DAL,2135,2202.0,27.0,8.0,2210.0,70.0,62.0,50.0,323,2300.0,4.0,2245,2304.0,19.0,0,0,,0.0,0.0,0.0,19.0,0.0,Dallas Love Field,Dallas,TX,USA,32.84711,-96.85177
ANC,Ted Stevens Anchorage International Airport,Anchorage,AK,USA,61.17432,-149.99619,2015,5,13,3,AS,149,N435AS,LAX,1950,1949.0,-1.0,16.0,2005.0,323.0,308.0,288.0,2345,2353.0,4.0,13,2357.0,-16.0,0,0,,,,,,,Los Angeles International Airport,Los Angeles,CA,USA,33.94254,-118.40807
ANC,Ted Stevens Anchorage International Airport,Anchorage,AK,USA,61.17432,-149.99619,2015,1,4,7,AS,99,N553AS,SEA,1945,2143.0,118.0,17.0,2200.0,225.0,242.0,216.0,1448,36.0,9.0,2230,45.0,135.0,0,0,,17.0,0.0,118.0,0.0,0.0,Seattle-Tacoma International Airport,Seattle,WA,USA,47.44898,-122.30931
ANC,Ted Stevens Anchorage International Airport,Anchorage,AK,USA,61.17432,-149.99619,2015,2,7,6,AS,105,N423AS,SEA,1210,1214.0,4.0,21.0,1235.0,229.0,207.0,183.0,1448,1438.0,3.0,1459,1441.0,-18.0,0,0,,,,,,,Seattle-Tacoma International Airport,Seattle,WA,USA,47.44898,-122.30931
ANC,Ted Stevens Anchorage International Airport,Anchorage,AK,USA,61.17432,-149.99619,2015,3,13,5,AS,97,N563AS,SEA,1420,1425.0,5.0,18.0,1443.0,216.0,210.0,187.0,1448,1650.0,5.0,1656,1655.0,-1.0,0,0,,,,,,,Seattle-Tacoma International Airport,Seattle,WA,USA,47.44898,-122.30931
ANC,Ted Stevens Anchorage International Airport,Anchorage,AK,USA,61.17432,-149.99619,2015,4,16,4,DL,1780,N3766,SEA,2200,2203.0,3.0,14.0,2217.0,217.0,201.0,182.0,1448,19.0,5.0,37,24.0,-13.0,0,0,,,,,,,Seattle-Tacoma International Airport,Seattle,WA,USA,47.44898,-122.30931
ANC,Ted Stevens Anchorage International Airport,Anchorage,AK,USA,61.17432,-149.99619,2015,5,16,6,AS,99,N408AS,SEA,2200,2213.0,13.0,10.0,2223.0,204.0,202.0,183.0,1448,26.0,9.0,24,35.0,11.0,0,0,,,,,,,Seattle-Tacoma International Airport,Seattle,WA,USA,47.44898,-122.30931
ANC,Ted Stevens Anchorage International Airport,Anchorage,AK,USA,61.17432,-149.99619,2015,6,7,7,AS,119,N596AS,SEA,2315,2314.0,-1.0,15.0,2329.0,206.0,211.0,192.0,1448,141.0,4.0,141,145.0,4.0,0,0,,,,,,,Seattle-Tacoma International Airport,Seattle,WA,USA,47.44898,-122.30931
ANC,Ted Stevens Anchorage International Airport,Anchorage,AK,USA,61.17432,-149.99619,2015,6,28,7,DL,2045,N372DA,SEA,1440,1452.0,12.0,25.0,1517.0,207.0,201.0,173.0,1448,1710.0,3.0,1707,1713.0,6.0,0,0,,,,,,,Seattle-Tacoma International Airport,Seattle,WA,USA,47.44898,-122.30931
ANC,Ted Stevens Anchorage International Airport,Anchorage,AK,USA,61.17432,-149.99619,2015,7,17,5,AS,101,N793AS,SEA,1525,1529.0,4.0,12.0,1541.0,209.0,223.0,205.0,1448,1806.0,6.0,1754,1812.0,18.0,0,0,,18.0,0.0,0.0,0.0,0.0,Seattle-Tacoma International Airport,Seattle,WA,USA,47.44898,-122.30931
ANC,Ted Stevens Anchorage International Airport,Anchorage,AK,USA,61.17432,-149.99619,2015,8,5,3,DL,943,N377DA,SEA,1210,1229.0,19.0,18.0,1247.0,205.0,214.0,192.0,1448,1459.0,4.0,1435,1503.0,28.0,0,0,,9.0,0.0,19.0,0.0,0.0,Seattle-Tacoma International Airport,Seattle,WA,USA,47.44898,-122.30931
ANC,Ted Stevens Anchorage International Airport,Anchorage,AK,USA,61.17432,-149.99619,2015,8,23,7,AS,121,N763AS,SEA,2355,2351.0,-4.0,17.0,8.0,213.0,213.0,190.0,1448,218.0,6.0,228,224.0,-4.0,0,0,,,,,,,Seattle-Tacoma International Airport,Seattle,WA,USA,47.44898,-122.30931
ANC,Ted Stevens Anchorage International Airport,Anchorage,AK,USA,61.17432,-149.99619,2015,9,13,7,AS,101,N530AS,SEA,1455,1452.0,-3.0,14.0,1506.0,219.0,221.0,203.0,1448,1729.0,4.0,1734,1733.0,-1.0,0,0,,,,,,,Seattle-Tacoma International Airport,Seattle,WA,USA,47.44898,-122.30931
ANC,Ted Stevens Anchorage International Airport,Anchorage,AK,USA,61.17432,-149.99619,2015,11,10,2,AS,81,N546AS,SEA,600,554.0,-6.0,22.0,616.0,224.0,221.0,195.0,1448,831.0,4.0,844,835.0,-9.0,0,0,,,,,,,Seattle-Tacoma International Airport,Seattle,WA,USA,47.44898,-122.30931
ANC,Ted Stevens Anchorage International Airport,Anchorage,AK,USA,61.17432,-149.99619,2015,12,13,7,AS,81,N536AS,SEA,600,553.0,-7.0,12.0,605.0,230.0,213.0,197.0,1448,822.0,4.0,850,826.0,-24.0,0,0,,,,,,,Seattle-Tacoma International Airport,Seattle,WA,USA,47.44898,-122.30931
ANC,Ted Stevens Anchorage International Airport,Anchorage,AK,USA,61.17432,-149.99619,2015,4,27,1,UA,1126,N17233,DEN,1125,1134.0,9.0,12.0,1146.0,334.0,327.0,311.0,2405,1457.0,4.0,1459,1501.0,2.0,0,0,,,,,,,Denver International Airport,Denver,CO,USA,39.85841,-104.667
ANC,Ted Stevens Anchorage International Airport,Anchorage,AK,USA,61.17432,-149.99619,2015,2,15,7,AS,131,N556AS,PDX,940,940.0,0.0,11.0,951.0,235.0,232.0,218.0,1542,1229.0,3.0,1235,1232.0,-3.0,0,0,,,,,,,Portland International Airport,Portland,OR,USA,45.58872,-122.5975
ANC,Ted Stevens Anchorage International Airport,Anchorage,AK,USA,61.17432,-149.99619,2015,8,7,5,B6,46,N633JB,PDX,2049,2129.0,40.0,13.0,2142.0,220.0,209.0,192.0,1542,2354.0,4.0,2329,2358.0,29.0,0,0,,0.0,0.0,14.0,15.0,0.0,Portland International Airport,Portland,OR,USA,45.58872,-122.5975
ANC,Ted Stevens Anchorage International Airport,Anchorage,AK,USA,61.17432,-149.99619,2015,4,6,1,AS,162,N708AS,FAI,600,556.0,-4.0,9.0,605.0,63.0,60.0,48.0,261,653.0,3.0,703,656.0,-7.0,0,0,,,,,,,Fairbanks International Airport,Fairbanks,AK,USA,64.81368,-147.85967
ANC,Ted Stevens Anchorage International Airport,Anchorage,AK,USA,61.17432,-149.99619,2015,1,21,3,DL,1089,N682DA,MSP,1735,1731.0,-4.0,22.0,1753.0,379.0,351.0,325.0,2519,2018.0,4.0,2054,2022.0,-32.0,0,0,,,,,,,Minneapolis-Saint Paul International Airport,Minneapolis,MN,USA,44.88055,-93.21692
ANC,Ted Stevens Anchorage International Airport,Anchorage,AK,USA,61.17432,-149.99619,2015,11,13,5,DL,1088,N666DN,MSP,1740,1736.0,-4.0,19.0,1755.0,368.0,356.0,332.0,2519,2027.0,5.0,2048,2032.0,-16.0,0,0,,,,,,,Minneapolis-Saint Paul International Airport,Minneapolis,MN,USA,44.88055,-93.21692
ANC,Ted Stevens Anchorage International Airport,Anchorage,AK,USA,61.17432,-149.99619,2015,3,30,1,AS,139,N536AS,ORD,940,947.0,7.0,11.0,958.0,408.0,408.0,393.0,2846,1331.0,4.0,1328,1335.0,7.0,0,0,,,,,,,Chicago O'Hare International Airport,Chicago,IL,USA,41.9796,-87.90446
ANC,Ted Stevens Anchorage International Airport,Anchorage,AK,USA,61.17432,-149.99619,2015,11,13,5,AS,139,N565AS,ORD,935,932.0,-3.0,13.0,945.0,420.0,408.0,391.0,2846,1316.0,4.0,1335,1320.0,-15.0,0,0,,,,,,,Chicago O'Hare International Airport,Chicago,IL,USA,41.9796,-87.90446
ANC,Ted Stevens Anchorage International Airport,Anchorage,AK,USA,61.17432,-149.99619,2015,6,22,1,UA,1291,N78866,IAH,1511,1515.0,4.0,14.0,1529.0,439.0,427.0,409.0,3266,1918.0,4.0,1930,1922.0,-8.0,0,0,,,,,,,George Bush Intercontinental Airport,Houston,TX,USA,29.98047,-95.33972
ANC,Ted Stevens Anchorage International Airport,Anchorage,AK,USA,61.17432,-149.99619,2015,2,7,6,AS,65,N786AS,JNU,1332,1339.0,7.0,10.0,1349.0,109.0,97.0,82.0,571,1511.0,5.0,1521,1516.0,-5.0,0,0,,,,,,,Juneau International Airport,Juneau,AK,USA,58.35496,-134.57628
ANC,Ted Stevens Anchorage International Airport,Anchorage,AK,USA,61.17432,-149.99619,2015,7,19,7,AS,73,N778AS,JNU,727,745.0,18.0,26.0,811.0,102.0,114.0,85.0,571,936.0,3.0,909,939.0,30.0,0,0,,12.0,0.0,0.0,18.0,0.0,Juneau International Airport,Juneau,AK,USA,58.35496,-134.57628
ANC,Ted Stevens Anchorage International Airport,Anchorage,AK,USA,61.17432,-149.99619,2015,3,19,4,AS,154,N794AS,OTZ,902,907.0,5.0,10.0,917.0,84.0,94.0,80.0,548,1037.0,4.0,1026,1041.0,15.0,0,0,,15.0,0.0,0.0,0.0,0.0,Ralph Wien Memorial Airport,Kotzebue,AK,USA,66.88468,-162.59855
ANC,Ted Stevens Anchorage International Airport,Anchorage,AK,USA,61.17432,-149.99619,2015,2,6,5,AS,50,N763AS,BRW,1855,1838.0,-17.0,5.0,1843.0,113.0,103.0,93.0,725,2016.0,5.0,2048,2021.0,-27.0,0,0,,,,,,,Wiley Post-Will Rogers Memorial Airport,Barrow,AK,USA,71.28545,-156.766
ANC,Ted Stevens Anchorage International Airport,Anchorage,AK,USA,61.17432,-149.99619,2015,5,3,7,AS,152,N765AS,OME,1242,1228.0,-14.0,5.0,1233.0,82.0,85.0,76.0,539,1349.0,4.0,1404,1353.0,-11.0,0,0,,,,,,,Nome Airport,Nome,AK,USA,64.5122,-165.44525
ANC,Ted Stevens Anchorage International Airport,Anchorage,AK,USA,61.17432,-149.99619,2015,2,17,2,AS,42,N762AS,BET,825,807.0,-18.0,4.0,811.0,66.0,67.0,59.0,399,910.0,4.0,931,914.0,-17.0,0,0,,,,,,,Bethel Airport,Bethel,AK,USA,60.77978,-161.838
ANC,Ted Stevens Anchorage International Airport,Anchorage,AK,USA,61.17432,-149.99619,2015,8,22,6,AS,44,N768AS,BET,1325,1320.0,-5.0,12.0,1332.0,70.0,68.0,52.0,399,1424.0,4.0,1435,1428.0,-7.0,0,0,,,,,,,Bethel Airport,Bethel,AK,USA,60.77978,-161.838
ANC,Ted Stevens Anchorage International Airport,Anchorage,AK,USA,61.17432,-149.99619,2015,6,8,1,AS,61,N764AS,CDV,1311,1339.0,28.0,11.0,1350.0,44.0,50.0,35.0,160,1425.0,4.0,1355,1429.0,34.0,0,0,,6.0,0.0,0.0,28.0,0.0,Merle K. (Mudhole) Smith Airport,Cordova,AK,USA,60.49183,-145.47765
ANC,Ted Stevens Anchorage International Airport,Anchorage,AK,USA,61.17432,-149.99619,2015,8,27,4,AS,48,N791AS,ADQ,815,814.0,-1.0,8.0,822.0,50.0,55.0,43.0,253,905.0,4.0,905,909.0,4.0,0,0,,,,,,,Kodiak Airport,Kodiak,AK,USA,57.74997,-152.49386
APN,Alpena County Regional Airport,Alpena,MI,USA,45.07807,-83.56029,2015,6,2,2,OO,7367,N601XJ,DTW,1545,1651.0,66.0,11.0,1702.0,72.0,49.0,33.0,198,1735.0,5.0,1657,1740.0,43.0,0,0,,0.0,0.0,0.0,43.0,0.0,Detroit Metropolitan Airport,Detroit,MI,USA,42.21206,-83.34884
ASE,Aspen-Pitkin County Airport,Aspen,CO,USA,39.22316,-106.86885,2015,2,15,7,OO,5182,N732SK,LAX,1123,1127.0,4.0,10.0,1137.0,122.0,,,737,,,1425,,,1,0,,,,,,,Los Angeles International Airport,Los Angeles,CA,USA,33.94254,-118.40807
ASE,Aspen-Pitkin County Airport,Aspen,CO,USA,39.22316,-106.86885,2015,12,19,6,OO,5734,N785SK,LAX,1851,1948.0,57.0,20.0,2008.0,127.0,110.0,87.0,737,2235.0,3.0,2158,2238.0,40.0,0,0,,0.0,0.0,5.0,35.0,0.0,Los Angeles International Airport,Los Angeles,CA,USA,33.94254,-118.40807
ASE,Aspen-Pitkin County Airport,Aspen,CO,USA,39.22316,-106.86885,2015,2,16,1,OO,6390,N712SK,DEN,1948,2010.0,22.0,57.0,2107.0,43.0,87.0,25.0,125,2132.0,5.0,2031,2137.0,66.0,0,0,,44.0,0.0,0.0,22.0,0.0,Denver International Airport,Denver,CO,USA,39.85841,-104.667
ASE,Aspen-Pitkin County Airport,Aspen,CO,USA,39.22316,-106.86885,2015,7,15,3,OO,5232,N732SK,DEN,1848,1943.0,55.0,14.0,1957.0,50.0,71.0,53.0,125,2050.0,4.0,1938,2054.0,76.0,0,0,,21.0,0.0,55.0,0.0,0.0,Denver International Airport,Denver,CO,USA,39.85841,-104.667
ASE,Aspen-Pitkin County Airport,Aspen,CO,USA,39.22316,-106.86885,2015,2,21,6,OO,6198,N771SK,ORD,804,834.0,30.0,11.0,845.0,176.0,,,1013,,,1000,,,1,0,,,,,,,Chicago O'Hare International Airport,Chicago,IL,USA,41.9796,-87.90446
ASE,Aspen-Pitkin County Airport,Aspen,CO,USA,39.22316,-106.86885,2015,2,11,3,MQ,3140,N542MQ,DFW,1620,1622.0,2.0,23.0,1645.0,131.0,125.0,100.0,701,1725.0,2.0,1731,1727.0,-4.0,0,0,,,,,,,Dallas/Fort Worth International Airport,Dallas-Fort Worth,TX,USA,32.89595,-97.0372
ASE,Aspen-Pitkin County Airport,Aspen,CO,USA,39.22316,-106.86885,2015,6,16,2,OO,5486,N728SK,IAH,1800,1945.0,105.0,19.0,2004.0,160.0,,,913,,,1940,,,1,0,,,,,,,George Bush Intercontinental Airport,Houston,TX,USA,29.98047,-95.33972
ATL,Hartsfield-Jackson Atlanta International Airport,Atlanta,GA,USA,33.64044,-84.42694,2015,1,13,2,DL,2154,N829DN,LAX,600,559.0,-1.0,19.0,618.0,251.0,250.0,224.0,1947,1302.0,7.0,1311,1309.0,-2.0,0,0,,,,,,,Los Angeles International Airport,Los Angeles,CA,USA,33.94254,-118.40807
ATL,Hartsfield-Jackson Atlanta International Airport,Atlanta,GA,USA,33.64044,-84.42694,2015,2,23,1,DL,101,N805DN,LAX,1030,1115.0,45.0,11.0,1126.0,248.0,211.0,197.0,1947,1743.0,3.0,1738,1746.0,8.0,0,0,,,,,,,Los Angeles International Airport,Los Angeles,CA,USA,33.94254,-118.40807
ATL,Hartsfield-Jackson Atlanta International Airport,Atlanta,GA,USA,33.64044,-84.42694,2015,3,27,5,DL,1554,N835DN,LAX,1500,1457.0,-3.0,26.0,1523.0,255.0,260.0,228.0,1947,2211.0,6.0,2215,2217.0,2.0,0,0,,,,,,,Los Angeles International Airport,Los Angeles,CA,USA,33.94254,-118.40807
ATL,Hartsfield-Jackson Atlanta International Airport,Atlanta,GA,USA,33.64044,-84.42694,2015,4,27,1,AA,1249,N020AA,LAX,1025,1033.0,8.0,16.0,1049.0,262.0,254.0,232.0,1947,1741.0,6.0,1747,1747.0,0.0,0,0,,,,,,,Los Angeles International Airport,Los Angeles,CA,USA,33.94254,-118.40807
ATL,Hartsfield-Jackson Atlanta International Airport,Atlanta,GA,USA,33.64044,-84.42694,2015,5,25,1,DL,1754,N124DE,LAX,1225,1226.0,1.0,11.0,1237.0,270.0,280.0,254.0,1947,1951.0,15.0,1955,2006.0,11.0,0,0,,,,,,,Los Angeles International Airport,Los Angeles,CA,USA,33.94254,-118.40807
ATL,Hartsfield-Jackson Atlanta International Airport,Atlanta,GA,USA,33.64044,-84.42694,2015,6,21,7,WN,3665,N299WN,LAX,1350,1447.0,57.0,5.0,1452.0,275.0,260.0,237.0,1947,2149.0,18.0,2125,2207.0,42.0,0,0,,0.0,0.0,0.0,42.0,0.0,Los Angeles International Airport,Los Angeles,CA,USA,33.94254,-118.40807
ATL,Hartsfield-Jackson Atlanta International Airport,Atlanta,GA,USA,33.64044,-84.42694,2015,7,18,6,DL,1754,N124DE,LAX,1210,1220.0,10.0,27.0,1247.0,272.0,267.0,231.0,1947,1938.0,9.0,1942,1947.0,5.0,0,0,,,,,,,Los Angeles International Airport,Los Angeles,CA,USA,33.94254,-118.40807
ATL,Hartsfield-Jackson Atlanta International Airport,Atlanta,GA,USA,33.64044,-84.42694,2015,8,14,5,AA,1249,N020AA,LAX,1000,1014.0,14.0,21.0,1035.0,276.0,271.0,242.0,1947,1737.0,8.0,1736,1745.0,9.0,0,0,,,,,,,Los Angeles International Airport,Los Angeles,CA,USA,33.94254,-118.40807
ATL,Hartsfield-Jackson Atlanta International Airport,Atlanta,GA,USA,33.64044,-84.42694,2015,9,10,4,DL,80,N1402A,LAX,750,747.0,-3.0,23.0,810.0,265.0,256.0,227.0,1947,1457.0,6.0,1515,1503.0,-12.0,0,0,,,,,,,Los Angeles International Airport,Los Angeles,CA,USA,33.94254,-118.40807
ATL,Hartsfield-Jackson Atlanta International Airport,Atlanta,GA,USA,33.64044,-84.42694,2015,11,7,6,NK,474,N514NK,LAX,1148,1144.0,-4.0,20.0,1204.0,260.0,258.0,226.0,1947,1850.0,12.0,1908,1902.0,-6.0,0,0,,,,,,,Los Angeles International Airport,Los Angeles,CA,USA,33.94254,-118.40807
ATL,Hartsfield-Jackson Atlanta International Airport,Atlanta,GA,USA,33.64044,-84.42694,2015,12,5,6,WN,757,N475WN,LAX,625,625.0,0.0,8.0,633.0,250.0,245.0,225.0,1947,1318.0,12.0,1335,1330.0,-5.0,0,0,,,,,,,Los Angeles International Airport,Los Angeles,CA,USA,33.94254,-118.40807
ATL,Hartsfield-Jackson Atlanta International Airport,Atlanta,GA,USA,33.64044,-84.42694,2015,1,1,4,DL,240,N803DN,SFO,740,1031.0,171.0,16.0,1047.0,271.0,270.0,248.0,2139,1755.0,6.0,1511,1801.0,170.0,0,0,,0.0,0.0,170.0,0.0,0.0,San Francisco International Airport,San Francisco,CA,USA,37.619,-122.37484
ATL,Hartsfield-Jackson Atlanta International Airport,Atlanta,GA,USA,33.64044,-84.42694,2015,3,2,1,WN,3497,N739GB,SFO,840,838.0,-2.0,23.0,901.0,270.0,266.0,232.0,2139,1553.0,11.0,1610,1604.0,-6.0,0,0,,,,,,,San Francisco International Airport,San Francisco,CA,USA,37.619,-122.37484
ATL,Hartsfield-Jackson Atlanta International Airport,Atlanta,GA,USA,33.64044,-84.42694,2015,4,22,3,WN,2614,N939WN,SFO,530,527.0,-3.0,11.0,538.0,280.0,262.0,243.0,2139,1241.0,8.0,1310,1249.0,-21.0,0,0,,,,,,,San Francisco International Airport,San Francisco,CA,USA,37.619,-122.37484
ATL,Hartsfield-Jackson Atlanta International Airport,Atlanta,GA,USA,33.64044,-84.42694,2015,6,13,6,DL,240,N129DL,SFO,730,740.0,10.0,22.0,802.0,283.0,270.0,242.0,2139,1504.0,6.0,1513,1510.0,-3.0,0,0,,,,,,,San Francisco International Airport,San Francisco,CA,USA,37.619,-122.37484
ATL,Hartsfield-Jackson Atlanta International Airport,Atlanta,GA,USA,33.64044,-84.42694,2015,8,2,7,DL,1210,N689DL,SFO,610,610.0,0.0,18.0,628.0,294.0,267.0,241.0,2139,1329.0,8.0,1404,1337.0,-27.0,0,0,,,,,,,San Francisco International Airport,San Francisco,CA,USA,37.619,-122.37484
ATL,Hartsfield-Jackson Atlanta International Airport,Atlanta,GA,USA,33.64044,-84.42694,2015,9,20,7,DL,2453,N3761R,SFO,1654,1656.0,2.0,15.0,1711.0,271.0,259.0,240.0,2139,11.0,4.0,25,15.0,-10.0,0,0,,,,,,,San Francisco International Airport,San Francisco,CA,USA,37.619,-122.37484
